[2024-04-01 22:00:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2000
[2024-04-02 02:06:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2186
[2024-04-02 02:07:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2187
[2024-04-02 02:08:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2188
[2024-04-02 02:09:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2189
[2024-04-02 02:10:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2190
[2024-04-02 02:11:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2191
[2024-04-02 02:12:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2192
[2024-04-02 02:13:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2193
[2024-04-02 02:14:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2194
[2024-04-02 02:15:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2195
[2024-04-02 02:16:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2196
[2024-04-02 02:17:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2197
[2024-04-02 02:18:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2198
[2024-04-02 02:19:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2199
[2024-04-02 03:20:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2200
[2024-04-02 03:21:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2201
[2024-04-02 03:22:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2202
[2024-04-02 03:23:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2203
[2024-04-02 03:24:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2204
[2024-04-02 03:25:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2205
[2024-04-02 03:26:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2206
[2024-04-02 03:27:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2207
[2024-04-02 03:28:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2208
[2024-04-02 03:29:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2209
[2024-04-02 03:30:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2210
[2024-04-02 03:31:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2211
[2024-04-02 03:32:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2212
[2024-04-02 03:33:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2213
[2024-04-02 03:34:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2214
[2024-04-02 03:35:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2215
[2024-04-02 03:36:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2216
[2024-04-02 03:37:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2217
[2024-04-02 03:38:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2218
[2024-04-02 03:39:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2219
[2024-04-02 03:40:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2220
[2024-04-02 03:41:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2221
[2024-04-02 03:42:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2222
[2024-04-02 03:43:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2223
[2024-04-02 03:44:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2224
[2024-04-02 03:45:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2225
[2024-04-02 03:46:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2226
[2024-04-02 03:47:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2227
[2024-04-02 03:48:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2228
[2024-04-02 03:49:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2229
[2024-04-02 03:50:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2230
[2024-04-02 03:51:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2231
[2024-04-02 03:52:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2232
[2024-04-02 03:53:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2233
[2024-04-02 03:54:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2234
[2024-04-02 03:55:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2235
[2024-04-02 03:56:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2236
[2024-04-02 03:57:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2237
[2024-04-02 03:58:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2238
[2024-04-02 03:59:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2239
[2024-04-02 04:00:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2240
[2024-04-02 04:01:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2241
[2024-04-02 04:02:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2242
[2024-04-02 04:03:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2243
[2024-04-02 04:04:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2244
[2024-04-02 04:05:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2245
[2024-04-02 04:06:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2246
[2024-04-02 04:07:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2247
[2024-04-02 04:08:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2248
[2024-04-02 04:09:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2249
[2024-04-02 04:10:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2250
[2024-04-02 04:11:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2251
[2024-04-02 04:12:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2252
[2024-04-02 04:13:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2253
[2024-04-02 04:14:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2254
[2024-04-02 04:15:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2255
[2024-04-02 04:16:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2256
[2024-04-02 04:17:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2257
[2024-04-02 04:18:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2258
[2024-04-02 04:19:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2259
[2024-04-02 04:20:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2260
[2024-04-02 04:21:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2261
[2024-04-02 04:22:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2262
[2024-04-02 04:23:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2263
[2024-04-02 04:24:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2264
[2024-04-02 04:25:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2265
[2024-04-02 04:26:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2266
[2024-04-02 04:27:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2267
[2024-04-02 04:28:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2268
[2024-04-02 04:29:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2269
[2024-04-02 04:30:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2270
[2024-04-02 04:31:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2271
[2024-04-02 04:32:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2272
[2024-04-02 04:33:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2273
[2024-04-02 04:34:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2274
[2024-04-02 04:35:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2275
[2024-04-02 04:36:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2276
[2024-04-02 04:37:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2277
[2024-04-02 04:38:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2278
[2024-04-02 04:39:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2279
[2024-04-02 05:40:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2280
[2024-04-02 05:41:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2281
[2024-04-02 05:42:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2282
[2024-04-02 05:43:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2283
[2024-04-02 05:44:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2284
[2024-04-02 05:45:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2285
[2024-04-02 05:46:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2286
[2024-04-02 05:47:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2287
[2024-04-02 05:48:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2288
[2024-04-02 05:49:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2289
[2024-04-02 05:50:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2290
[2024-04-02 05:51:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2291
[2024-04-02 05:52:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2292
[2024-04-02 05:53:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2293
[2024-04-02 05:54:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2294
[2024-04-02 05:55:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2295
[2024-04-02 05:56:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2296
[2024-04-02 05:57:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2297
[2024-04-02 05:58:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2298
[2024-04-02 05:59:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2299
[2024-04-02 05:00:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2300
[2024-04-02 05:01:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2301
[2024-04-02 05:02:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2302
[2024-04-02 05:03:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2303
[2024-04-02 05:04:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2304
[2024-04-02 05:05:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2305
[2024-04-02 05:06:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2306
[2024-04-02 05:07:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2307
[2024-04-02 05:08:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2308
[2024-04-02 05:09:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2309
[2024-04-02 05:10:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2310
[2024-04-02 05:11:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2311
[2024-04-02 05:12:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2312
[2024-04-02 05:13:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2313
[2024-04-02 05:14:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2314
[2024-04-02 05:15:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2315
[2024-04-02 05:16:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2316
[2024-04-02 05:17:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2317
[2024-04-02 05:18:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2318
[2024-04-02 05:19:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2319
[2024-04-02 06:20:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2320
[2024-04-02 06:21:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2321
[2024-04-02 06:22:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2322
[2024-04-02 06:23:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2323
[2024-04-02 06:24:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2324
[2024-04-02 06:25:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2325
[2024-04-02 06:26:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2326
[2024-04-02 06:27:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2327
[2024-04-02 06:28:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2328
[2024-04-02 06:29:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2329
[2024-04-02 06:30:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2330
[2024-04-02 06:31:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2331
[2024-04-02 06:32:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2332
[2024-04-02 06:33:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2333
[2024-04-02 06:34:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2334
[2024-04-02 06:35:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2335
[2024-04-02 06:36:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2336
[2024-04-02 06:37:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2337
[2024-04-02 06:38:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2338
[2024-04-02 06:39:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2339
[2024-04-02 06:40:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2340
[2024-04-02 06:41:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2341
[2024-04-02 06:42:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2342
[2024-04-02 06:43:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2343
[2024-04-02 06:44:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2344
[2024-04-02 06:45:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2345
[2024-04-02 06:46:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2346
[2024-04-02 06:47:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2347
[2024-04-02 06:48:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2348
[2024-04-02 06:49:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2349
[2024-04-02 06:50:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2350
[2024-04-02 06:51:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2351
[2024-04-02 06:52:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2352
[2024-04-02 06:53:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2353
[2024-04-02 06:54:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2354
[2024-04-02 06:55:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2355
[2024-04-02 06:56:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2356
[2024-04-02 06:57:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2357
[2024-04-02 06:58:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2358
[2024-04-02 06:59:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2359
[2024-04-02 07:00:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2360
[2024-04-02 07:01:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2361
[2024-04-02 07:02:00] [WARN] [CRYPT] VeraCrypt container mounted at E:\hidden_volume | host=ALEX-PC | user=alex_r | pid=2362
[2024-04-02 07:03:00] [CRIT] [NET] Connection to .onion domain: darknetlive.com via Tor exit node | host=ALEX-PC | user=alex_r | pid=2363
[2024-04-02 07:04:00] [WARN] [EMAIL] ProtonMail session to buyer123@tutanota.com — XMR payment received | host=ALEX-PC | user=alex_r | pid=2364
[2024-04-02 07:05:00] [CRIT] [FILE] File deleted: transaction_history_xmr.csv from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2365
[2024-04-02 07:06:00] [CRIT] [FILE] File deleted: vendor_contacts_darkweb.txt from Recycle Bin | host=ALEX-PC | user=alex_r | pid=2366
[2024-04-02 07:07:00] [WARN] [PROC] Process started: electrum.exe — Monero wallet opened | host=ALEX-PC | user=alex_r | pid=2367
[2024-04-02 07:08:00] [INFO] [AUTH] User alex_r logged in from ALEX-PC at 22:50:00 | host=ALEX-PC | user=alex_r | pid=2368
[2024-04-02 07:09:00] [CRIT] [USB] USB device mounted: Kingston DataTraveler 32GB [0018F3A92B11] on E: | host=ALEX-PC | user=alex_r | pid=2369
[2024-04-02 07:10:00] [CRIT] [TOR] Tor Browser launched — anonymous circuit established via 3 relay nodes | host=ALEX-PC | user=alex_r | pid=2370
[2024-04-02 07:11:00] [CRIT] [CRYPTO] Monero wallet activity: Electrum transaction signed — XMR 2.5 sent | host=ALEX-PC | user=alex_r | pid=2371
