[2024-03-15 08:00:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1000
[2024-03-15 14:03:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1183
[2024-03-15 14:04:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1184
[2024-03-15 14:05:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1185
[2024-03-15 14:06:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1186
[2024-03-15 14:07:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1187
[2024-03-15 14:08:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1188
[2024-03-15 14:09:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1189
[2024-03-15 14:10:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1190
[2024-03-15 14:11:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1191
[2024-03-15 14:12:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1192
[2024-03-15 14:13:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1193
[2024-03-15 14:14:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1194
[2024-03-15 14:15:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1195
[2024-03-15 14:16:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1196
[2024-03-15 14:17:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1197
[2024-03-15 14:18:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1198
[2024-03-15 14:19:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1199
[2024-03-15 14:20:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1200
[2024-03-15 14:21:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1201
[2024-03-15 14:22:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1202
[2024-03-15 14:23:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1203
[2024-03-15 14:24:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1204
[2024-03-15 14:25:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1205
[2024-03-15 14:26:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1206
[2024-03-15 14:27:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1207
[2024-03-15 14:28:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1208
[2024-03-15 14:29:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1209
[2024-03-15 15:30:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1210
[2024-03-15 15:31:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1211
[2024-03-15 15:32:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1212
[2024-03-15 15:33:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1213
[2024-03-15 15:34:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1214
[2024-03-15 15:35:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1215
[2024-03-15 15:36:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1216
[2024-03-15 15:37:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1217
[2024-03-15 15:38:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1218
[2024-03-15 15:39:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1219
[2024-03-15 15:40:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1220
[2024-03-15 15:41:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1221
[2024-03-15 15:42:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1222
[2024-03-15 15:43:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1223
[2024-03-15 15:44:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1224
[2024-03-15 15:45:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1225
[2024-03-15 15:46:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1226
[2024-03-15 15:47:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1227
[2024-03-15 15:48:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1228
[2024-03-15 15:49:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1229
[2024-03-15 15:50:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1230
[2024-03-15 15:51:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1231
[2024-03-15 15:52:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1232
[2024-03-15 15:53:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1233
[2024-03-15 15:54:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1234
[2024-03-15 15:55:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1235
[2024-03-15 15:56:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1236
[2024-03-15 15:57:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1237
[2024-03-15 15:58:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1238
[2024-03-15 15:59:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1239
[2024-03-15 16:00:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1240
[2024-03-15 16:01:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1241
[2024-03-15 16:02:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1242
[2024-03-15 16:03:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1243
[2024-03-15 16:04:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1244
[2024-03-15 16:05:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1245
[2024-03-15 16:06:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1246
[2024-03-15 16:07:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1247
[2024-03-15 16:08:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1248
[2024-03-15 16:09:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1249
[2024-03-15 16:10:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1250
[2024-03-15 16:11:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1251
[2024-03-15 16:12:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1252
[2024-03-15 16:13:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1253
[2024-03-15 16:14:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1254
[2024-03-15 16:15:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1255
[2024-03-15 16:16:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1256
[2024-03-15 16:17:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1257
[2024-03-15 16:18:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1258
[2024-03-15 16:19:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1259
[2024-03-15 16:20:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1260
[2024-03-15 16:21:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1261
[2024-03-15 16:22:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1262
[2024-03-15 16:23:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1263
[2024-03-15 16:24:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1264
[2024-03-15 16:25:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1265
[2024-03-15 16:26:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1266
[2024-03-15 16:27:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1267
[2024-03-15 16:28:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1268
[2024-03-15 16:29:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1269
[2024-03-15 17:30:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1270
[2024-03-15 17:31:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1271
[2024-03-15 17:32:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1272
[2024-03-15 17:33:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1273
[2024-03-15 17:34:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1274
[2024-03-15 17:35:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1275
[2024-03-15 17:36:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1276
[2024-03-15 17:37:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1277
[2024-03-15 17:38:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1278
[2024-03-15 17:39:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1279
[2024-03-15 17:40:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1280
[2024-03-15 17:41:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1281
[2024-03-15 17:42:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1282
[2024-03-15 17:43:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1283
[2024-03-15 17:44:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1284
[2024-03-15 17:45:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1285
[2024-03-15 17:46:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1286
[2024-03-15 17:47:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1287
[2024-03-15 17:48:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1288
[2024-03-15 17:49:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1289
[2024-03-15 17:50:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1290
[2024-03-15 17:51:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1291
[2024-03-15 17:52:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1292
[2024-03-15 17:53:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1293
[2024-03-15 17:54:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1294
[2024-03-15 17:55:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1295
[2024-03-15 17:56:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1296
[2024-03-15 17:57:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1297
[2024-03-15 17:58:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1298
[2024-03-15 17:59:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1299
[2024-03-15 18:00:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1300
[2024-03-15 18:01:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1301
[2024-03-15 18:02:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1302
[2024-03-15 18:03:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1303
[2024-03-15 18:04:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1304
[2024-03-15 18:05:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1305
[2024-03-15 18:06:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1306
[2024-03-15 18:07:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1307
[2024-03-15 18:08:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1308
[2024-03-15 18:09:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1309
[2024-03-15 18:10:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1310
[2024-03-15 18:11:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1311
[2024-03-15 18:12:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1312
[2024-03-15 18:13:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1313
[2024-03-15 18:14:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1314
[2024-03-15 18:15:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1315
[2024-03-15 18:16:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1316
[2024-03-15 18:17:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1317
[2024-03-15 18:18:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1318
[2024-03-15 18:19:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1319
[2024-03-15 18:20:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1320
[2024-03-15 18:21:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1321
[2024-03-15 18:22:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1322
[2024-03-15 18:23:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1323
[2024-03-15 18:24:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1324
[2024-03-15 18:25:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1325
[2024-03-15 18:26:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1326
[2024-03-15 18:27:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1327
[2024-03-15 18:28:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1328
[2024-03-15 18:29:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1329
[2024-03-15 19:30:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1330
[2024-03-15 19:31:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1331
[2024-03-15 19:32:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1332
[2024-03-15 19:33:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1333
[2024-03-15 19:34:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1334
[2024-03-15 19:35:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1335
[2024-03-15 19:36:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1336
[2024-03-15 19:37:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1337
[2024-03-15 19:38:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1338
[2024-03-15 19:39:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1339
[2024-03-15 19:40:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1340
[2024-03-15 19:41:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1341
[2024-03-15 19:42:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1342
[2024-03-15 19:43:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1343
[2024-03-15 19:44:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1344
[2024-03-15 19:45:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1345
[2024-03-15 19:46:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1346
[2024-03-15 19:47:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1347
[2024-03-15 19:48:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1348
[2024-03-15 19:49:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1349
[2024-03-15 19:50:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1350
[2024-03-15 19:51:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1351
[2024-03-15 19:52:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1352
[2024-03-15 19:53:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1353
[2024-03-15 19:54:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1354
[2024-03-15 19:55:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1355
[2024-03-15 19:56:00] [INFO] [NET] SMTP connection to external: recruiter@competitor.com with attachment 45632 bytes | host=JDOE-PC | user=john_doe | pid=1356
[2024-03-15 19:57:00] [CRIT] [SEC] Browser search for: "how to delete forensic evidence windows 10" | host=JDOE-PC | user=john_doe | pid=1357
[2024-03-15 19:58:00] [WARN] [PROC] Process started: CCleaner.exe by john_doe | host=JDOE-PC | user=john_doe | pid=1358
[2024-03-15 19:59:00] [INFO] [AUTH] User john_doe logged in from workstation JDOE-PC at 08:50:22 | host=JDOE-PC | user=john_doe | pid=1359
[2024-03-15 20:00:00] [WARN] [SECURITY] Large file transfer detected: client_database_master.mdb (512 KB) to USB F: | host=JDOE-PC | user=john_doe | pid=1360
[2024-03-15 20:01:00] [CRIT] [DLP] Confidential document Q4_2024_Strategy_CONFIDENTIAL.docx sent via email | host=JDOE-PC | user=john_doe | pid=1361
[2024-03-15 20:02:00] [WARN] [AUTH] Failed login attempt for john_doe from 192.168.1.105 | host=JDOE-PC | user=john_doe | pid=1362
[2024-03-15 20:03:00] [INFO] [FILE] File deleted: Q4_2024_Strategy_CONFIDENTIAL.docx moved to Recycle Bin | host=JDOE-PC | user=john_doe | pid=1363
[2024-03-15 20:04:00] [CRIT] [NET] Upload to mega.nz detected: 102400 bytes | host=JDOE-PC | user=john_doe | pid=1364
[2024-03-15 20:05:00] [WARN] [USB] USB device mounted: SanDisk Ultra 64GB [4C530001200115119007] on F: | host=JDOE-PC | user=john_doe | pid=1365
